id,name,definition
114173,LEARNOFFENDERS_SP,How did the respondent find out who the offender(s) were write-in
114176,LEAVEONOWN,Could household members leave the sample address themselves or did they have to be accompanied
114177,LEAVING_HOME,Does the respondent have difficulty leaving home
114257,LIVEWITHPARTNER,"Does the respondent live with a boyfriend, girlfriend, or partner"
114258,LIVEWITHSPOUSE,Is the respondent living with their spouse
114298,LOCATION_CAMPUS,Where did it happen on campus
114299,LOCATION_COMMERCE,What type of business
114300,LOCATION_COMMERCE_SP,Other type of business write-in
114304,LOCATION_PUBLIC,Location of incident not at home or school
114305,LOCATION_PUBLIC_SP,Respondents who stated the incident happened somewhere else
114306,LOCATION_SCHOOL,"Did it happen in the school building, on school property or other"
114307,LOCATION_SCHOOL_SP,Happened somewhere else at school write-in
114308,LOCATION_TOFROMSCHOOL,Did it happen while on the way to or from school
114301,LOCATIONMV,Where was the vehicle when this happened
114302,LOCATIONMV_SCHOOL,Did it happen at school or on school property or on a bus
114303,LOCATIONMV_SP,Where was the vehicle write-in
114318,LOOKINGFORWORK,Has the respondent been actively looking for work during the past 4 weeks
114322,LOSTJOB,Did the respondent lose their job or withdraw from school
114323,LOSTPAY,Did the respondent lose any pay for the time off
114324,LOSTWORKTIME,Did the respondent take any time from work or school
114360,MAILINGSAME,Verify if mailing and physical address are the same
114439,MEDICALCARE,Did the respondent receive any care
114440,MEDICALEXPENSES,How much were the out-of-pocket expenses
114441,MEDICALINSURANCE,Did the respondent have any out-of-pocket expenses
114444,MEMBERCHANGES,"Reason why someone left the household, and became a nonmember; or reason why someone entered the household, and became a household member."
114448,MENTALHEALTH,Has the respondent talked to a mental health professional about the incident
114462,MH_MEDICALEXPENSES,How much were the out-of-pocket expenses for mental health care
114463,MH_MEDICALINSURANCE,Did the respondent have out-of-pocket expenses for mental health care
114496,MOFFS_CONNECTION,How did the respondent know any of the offenders if only by sight or stranger
114497,MOFFS_CONNECTION_SP,How did the respondent know any of the offenders write-in
114498,MOFFS_DRINKDRUG,Any offender drinking or on drugs
114499,MOFFS_ETHNICITY,Any offenders Hispanic or Latino
114500,MOFFS_GANG,Any offender part of a street gang
114501,MOFFS_HOWWELL,How well did the respondent know the offenders
114502,MOFFS_KNEW,"Were any of the offenders someone the respondent knew, even slightly"
114503,MOFFS_LIVED,Had the respondent ever lived with any of the offenders
114504,MOFFS_LIVINGWITH,Was the respondent living with any of the offenders at the time of the incident
114505,MOFFS_MOSTETHNICITY,"Most offenders Hispanic, non-Hispanic or equal number"
114506,MOFFS_MOSTSEX,Offenders mostly male or female
114507,MOFFS_OLD,Age of oldest offender
114508,MOFFS_OLDMINOR,Oldest offender under 18 age
114509,MOFFS_RACE,Race(s) of offenders
114510,MOFFS_RACEMOST,Race of most the offenders
114511,MOFFS_RECOG,Would the respondent be able to recognize any of them
114512,MOFFS_RELATION,What was the respondent's relationship to the offenders
114513,MOFFS_RELATION_SP,Respondent's relationship to the offenders who they knew by more than sight write-in
114514,MOFFS_SEX,Offenders male or female
114515,MOFFS_SIGHT,Does the respondent know where any of the offenders might be found
114516,MOFFS_YOUNG,Age of youngest offender
114517,MOFFS_YOUNGMINOR,Youngest offender under 18 age
114522,MOVED,Confirms resp moved from sample address
114548,MV_ANCHORDATE,"Was incident before, after or on the 6-month anchor date"
114549,MV_ATTEMPT,Any attempted motor vehicle theft
114550,MV_DESCRIBE,Motor vehicle theft or attempted theft brief description
114551,MV_INCDATE,Incident month
114552,MV_INCSIMILAR,Are incidents similar or different
114553,MV_MULTINTRO,Motor vehicle theft intro when multiple crimes were reported that were not a series
114554,MV_OWNVEHICLE,Respondent or anyone in the household own a vehicle
114556,MV_PARTOFOTHERINC,Verify if this incident is part of another incident already mentioned
114569,MV_RECALLDETAILS,Can the respondent recall details about each incident
114570,MV_THEFT,Any motor vehicle theft
114572,MV_TIMES,How many times motor vehicle theft or attempted motor vehicle theft happened in the past 6 months
114573,MV_TIMES_NUM,How many times motor vehicle theft or attempted motor vehicle theft happened in the past 6 months (more than 1)
114574,MV_WHICHINCIDENT,Which incident this is a part of
114555,MVP_ANCHORDATE,"Was incident before, after or on the 6-month anchor date"
114557,MVP_ATTEMPT,Try to steal vehicle parts or gas
114558,MVP_DESCRIBE,Motor vehicle part theft or attempted theft brief description
114559,MVP_GAS,Steal any gas from a vehicle
114560,MVP_INCDATE,Incident month
114561,MVP_INCSIMILAR,Are incidents similar or different
114562,MVP_MULTINTRO,Motor vehicle part theft intro when multiple crimes were reported that were not a series
114563,MVP_PARTOFOTHERINC,Verify if this incident is part of one already mentioned
114564,MVP_PARTS,Steal vehicle parts
114565,MVP_RECALLDETAILS,Can the respondent recall details about each incident
114566,MVP_TIMES,"How many times someone stole vehicle parts, gas or attempted to steal"
114567,MVP_TIMES_NUM,"How many times vehicle parts theft, gas or attempted theft of vehicle parts or gas happened in the past 6 months (more than 1)"
114568,MVP_WHICHINCIDENT,Which incident is this a part of
114571,MVTHEFTATTEMPT,Was the car actually stolen
114593,NAMECHECK,Verify input household roster information
114677,NEWBLDGNAME,Modify the group quarters building name
114679,NEWCITY,Modify the city
114680,NEWGQDESC,Modify the group quarters description
114682,NEWHHR,Tab to allow the FR to change the HHR at any time up until a certain point
114683,NEWHNO,Modifying house number
114685,NEWHNOSUF,Modify the house number suffix
114688,NEWMAILCITY,Modify the city in the mailing address
114689,NEWMAILGQDESC,Modify the group quarters description in the mailing address
114690,NEWMAILHNO,Modify house number for mailing address
114691,NEWMAILHNOSUF,Modify house number suffix in the mailing address
114692,NEWMAILNONCITYSTYLEADD,Modify non-city style mailing address
114693,NEWMAILSTATE,Modify the two-digit FIPS state abbreviation in the mailing address
114694,NEWMAILSTRNAME,Modify the combined street name in the mailing address
114695,NEWMAILUNITDES,Modify the unit designation in mailing address
114696,NEWMAILZIP4,Modify the four-digit ZIP code in mailing address
114697,NEWMAILZIP5,Modify the five-digit ZIP code in the mailing address
114706,NEWNONCITYSTYLEADD,Modify non-city style address
114708,NEWPHYSDESC,Modify physical location description
114723,NEWREFPER,New reference person line number
114724,NEWREFPER_FNAME,First name of person being added to roster
114725,NEWREFPER_LNAME,Last name of person being added to roster
114729,NEWSTATE,Modify two-digit FIPS state abbreviation
114730,NEWSTRNAME,Modify the street name
114732,NEWUNITDES,Modify the unit designation
114735,NEWZIP9,Modify the 5-digit ZIP code
114736,NEXTPERSON,Who to interview next
114921,NOTREPORTEDPOLICE,Why weren't the police contacted
114922,NOTREPORTEDPOLICE_SP,What was the reason the respondent did not contact the police write-in
114923,NOTREPORTIMPORTANT,Which was the most important reason for not contacting the police
114924,NOVS_CONDITION,"Why didn't respondent get services - because of a physical, mental, or emotional condition"
114925,NOVS_INELIGIBLE,Why didn't respondent get services - didn't think respondent was eligible
114926,NOVS_LANGUAGEPROB,Why didn't respondent get services - not available in the respondent's language
114927,NOVS_NOTAPPROP,Why didn't respondent get services - didn't feel services were appropriate to meet needs
114928,NOVS_NOTIME,Why didn't respondent get services - could not take time off work or school
114929,NOVS_NOTROUBLE,Why didn't respondent get services - didn't want to get the offender in trouble
114930,NOVS_OTHER,Why didn't respondent get services - some other reason
114931,NOVS_OTHER_SP,Why didn't respondent get services - some other reason write-in
114932,NOVS_TRANSPORT,Why didn't respondent get services - did not have transportation
114933,NOVS_UNAWARE,Why didn't respondent get services - didn't know what was available
114934,NOVS_WORRIED,Why didn't respondent get services - worried about consequences for self or family
114947,NOWTHINKCRIME,"Looking back, does the respondent consider the incident to be a crime"
115048,NUMBEROFUNITS,Number of units in structure
115134,OCCUPATION_SP,What kind of work did the respondent do
115145,OFF_AGE,Offender age
115146,OFF_AGEMINOR,Offender under 18 age
115147,OFF_CONNECTION,How did the respondent know the offender if knew by sight only or stranger
115148,OFF_CONNECTION_SP,How did the respondent know the offender write-in
115149,OFF_DRINKDRUG,Offender drinking or on drugs
115152,OFF_ETHNICITY,Offender Hispanic or Latino
115153,OFF_GANG,Offender part of a gang
115154,OFF_HOWWELL,How well did the respondent know the offender
115155,OFF_INTRO,Offender intro
115156,OFF_KNEW,Was the offender someone the respondent knew at all
115157,OFF_LIVED,Had the respondent ever lived with the offender
115159,OFF_LIVINGWITH,Was the respondent living with the offender at the time of the incident
115160,OFF_RACE,Offender race(s)
115161,OFF_RECOG,Would the respondent be able to recognize the offender
115162,OFF_RELATION,What was the respondent's relationship to the offender who they knew by more than sight
115163,OFF_RELATION_SP,Respondent's relationship to the offender who they knew by more than sight write-in
115164,OFF_SEX,Offender male or female
115165,OFF_SIGHT,Does the respondent know how the offender might be found
115150,OFFENDERINSIDE,Did the offender actually get inside
115151,OFFENDERLIVE,Did the offender have a right to be there
115158,OFFLIVINGWITH,Does the person live with the respondent now
115166,OFFSTOP,Did the offender immediately stop
115184,ONEORMOREOFFENDERS,How many offenders - one or more than one
115363,ORIENTATION_FEMALE,Sexual orientation - female
115364,ORIENTATION_MALE,Sexual orientation - male
115384,OTHERATTACK,Some other kind of attack
115385,OTHERATTACK_SP,Something other kind of attack write-in
115389,OTHERONPERSON,Was any property on the respondent's person
115391,OTHERSACTIONS,Did anyone else try to do anything to help
115398,OTHFNAME,Collecting first name of new HHR
115399,OTHLNAME,Last name new HHR
116638,P_ATTKNIFEWOUND,Did the offender try to stab or cut the respondent
116698,P_CAREOVERNIGHT,Did the respondent stay overnight in the hospital
117295,P_GUNTYPE,Was it a handgun or some other kind of gun
117319,P_HOWGUNUSED,What did the offender do with the gun
117320,P_HOWINJURED,Was the respondent injured in these serious ways
117321,P_HOWINJURED_SP,What other type of injury write-in
117576,P_INJURY,Was the respondent injured
118142,P_KNIFEWOUND,Did the offender stab or cut the respondent
118211,P_MEDICALCARE,Did the respondent receive any medical care
118212,P_MEDICALEXPENSES,How much were out-of-pocket expenses
118213,P_MEDICALINSURANCE,Has the respondent had any out-of-pocket expenses for medical or dental care
118709,P_RECCARESCENE,"Did the respondent receive care where the incident happened, somewhere else, or both"
118710,P_RECCAREWHERE,Where did the respondent receive the care
118711,P_RECCAREWHERE_SP,Where did the respondent receive care write-in
119586,P_WEAPON,What was the weapon
119588,P_WEAPON_SP,What was the weapon write-in
119587,P_WEAPONPRESENT,Did the offender have a weapon or something to use as a weapon
116742,PENETRATEOFF,Was the respondent forced to penetrate or touch the offender
116743,PENETRATERESP,Did the offender penetrate or touch the respondent
116750,PERCONTACT,Respondent's preferred method of contact
116752,PERMISSIONGIVEN,Was permission ever given to the offender to use the vehicle
116756,PERPHONE1,First personal phone number
116757,PERPHONE2,Second personal phone number
116758,PERSONSHARMED,"Was anyone else harmed, threatened, or had something stolen or damaged from them"
116759,PERSONSHARMED_NUM,"How many were harmed, threatened, or had something stolen or damaged from them"
117333,PHYSICAL_LIMIT,Does the respondent have difficulty walking or climbing stairs
117332,PHYSICALFORCE,Did the offender use physical force
117336,PHYSICALTHREAT,Did the offender threaten to physically hurt you or someone close to you
117424,PICK_PROXYPERSONHHR,Select person to be interviewed as HHR
117423,PICK1STHHRESP,Select the HHR for an incoming case
117425,PICKPROXYRESP,Pick person to be proxy respondent
118495,POL_COMMUNITYWATCH,"Has the respondent been to a community meeting, neighborhood watch or other activities with police"
118496,POL_CONTACTCRIME,"Has the respondent contacted the police for a crime, disturbance, or suspicious activity in the past 6 months"
118497,POL_CONTACTNOCRIME,Has the respondent contacted the police to report something else in the past 6 months
118498,POL_EFFECTIVE,How effective does the respondent think police are at preventing crime in their area
118499,POL_FAIRLY,How fairly does the respondent think police treat people in their area
118532,POL_MVSTOP,Has the respondent been stopped by the police while driving or while a passenger
118533,POL_RATEPOLICE,How would the respondent rate the job police are doing
118534,POL_RESPECT,How respectfully the respondent thinks police treat others in area
118535,POL_STOPPEDOTHER,Has the respondent been stopped by the police for some other reason
118536,POL_TIME,How much time and attention does the respondent think police give to what people say
118537,POL_TRUST,How much does the respondent trust the police in their area
118508,POLICEACTION,What did the police do while they were there
118509,POLICEACTIONOTHER,Did the police do any of these other things
118510,POLICEACTIONOTHER_SP,What did the police do while they were there write-in
118511,POLICEACTIONSAT,How satisfied was the respondent that the police did everything they could
118512,POLICEARRIVALTIME,Did police say how long it would take to get there
118513,POLICEARRIVE,Did the police come
118514,POLICEARRIVESAT,How satisfied with the time it took the police to get there
118515,POLICECONTACT,Did the respondent or any other household member have later contact with police
118516,POLICECONTACTED,How were the police informed
118517,POLICECONTACTED_SP,How were the police informed write-in
118518,POLICEEFFECTIVE,How effectively did the police handle the incident overall
118519,POLICEFINDOUT,Who informed the police
118520,POLICEFINDOUT_SP,Who informed police write-in
118521,POLICEFIRSTCONTACTED,When were the police first contacted
118522,POLICEFOLLOWUP,What did the police do when following up
118523,POLICEFOLLOWUP_SP,What did the police do to follow up write-in
118524,POLICEHANDLE,"When police found out, did they do/tell respondent these things"
118525,POLICEHANDLE_SP,Police did something else when they found out write-in
118526,POLICEINFORMED,Were police informed
118527,POLICEINTOUCH,"For later contacts, did the police contact the respondent or did the respondent contact police"
118528,POLICENOARRIVE,Should the police have came
118529,POLICEPHONERPTSAT,Satisfaction with phone report
118530,POLICERESPECT,How respectfully did police treat you
118531,POLICETIMESAT,How satisfied was the respondent with the amount of time given to tell story
118752,PRESENCE_INTRO,Presence intro
118825,PROPERTYVALUE,What was the total value of stolen items
118826,PROTECTSELF,Did the respondent do anything with the idea of protection themselves while the incident was going on
118829,PROXYREASON,Reason for a proxy interview
118889,PUBLICASSISTANCE,Did anyone in the household receive welfare or public assistance
118890,PUBLICHOUSING,Is the building owned by public housing authority?
119688,RACE_SPECIFY,Other specify race
119996,RECCARESCENE,"Was care received where the incident happened, somewhere else or both"
119997,RECCAREWHERE,Where was care received
119998,RECCAREWHERE_SP,Where was care received write-in
120057,RECOVEREDVALUE,What was the total value of the items that were recovered
120063,REFCBBREAK,Records the incomplete reason for the interview
120083,RELATIONSHIP,Relationship to reference person
120167,REPLACEMENTHH,Is this a replacement HH? (PV)
120168,REPLACEMENTINTRO,Intro for replacement household
120215,RESPONDENTINTERVIEWLANG,Language interview was collected in
120227,RESPSCHOOL,Was it the respondent's school
120251,RETURNBYCLOSEOUT,Will the proxy person return before closeout
120253,RETURNMV,Did the offender return the vehicle
120290,ROSTERREVIEW,Review roster
120294,RPTSCHOOLOFFICIAL,Was the incident reported to a school official
120343,RTNUM,Was the correct HH contacted?
120374,SA_ANCHORDATE,"Incident happened before, after, or on the 6-month anchor date"
120382,SA_DESCRIBE,"Unwanted sexual contact, an attempt at unwanted sexual contact or threat of sexual contact brief description"
120385,SA_FORCE,Unwanted sexual contact with force or tried or threatened unwanted sexual contact with force
120386,SA_HOWTHREATENED,"Was the threat face to face, by phone, online or some other way"
120387,SA_HOWTHREATENED_SP,How was the threat given write-in
120388,SA_INCDATE,Incident month
120389,SA_INCSIMILAR,Are incidents similar or different
120398,SA_MULTINTRO,Sexual assault intro when multiple crimes were reported that were not a series
120400,SA_PARTOFOTHERINC,Verify if this incident is part of another incident already mentioned
120403,SA_RECALLDETAILS,Can the respondent recall details about each incident
120428,SA_THREATENHURT,Threat to physically hurt respondent or someone close to respondent if the respondent refused sexual contact
120429,SA_TIMES,"How many times unwanted sexual contact, an attempt at unwanted sexual contact, or threat of sexual contact"
120430,SA_TIMES_NUM,"How many times unwanted sexual contact, an attempt at unwanted sexual contact, or threat of sexual contact (more than once)"
120446,SA_UNABLETOCONSENT,"Any sexual contact or attempt at sexual contact while the respondent was passed out, unconscious, asleep, or unable to consent because too drunk or high"
120447,SA_UNWANTEDCONTACT,Unwanted sexual contact or attempted unwanted sexual contact
120448,SA_WHICHINCIDENT,Which incident already reported is this incident a part of
120391,SAMEJOB6MONTHS,Has respondent worked at the same job for all of the past 6 months
120423,SAT_EXAM,How satisfied was the respondent with help or advocacy with medical care or medical exams
120424,SAT_FINANCIALHELP,How satisfied was the respondent with short term or emergency financial assistance
120425,SAT_HELPFILE,"How satisfied was the respondent with help filing for a restraining, protection, or no-contact order"
120426,SAT_HOTLINE,"How satisfied was the respondent with the hotline, helpline, or crisis line intervention"
120427,SAT_HOUSING,"How satisfied was the respondent with housing, shelter, or safehouse services"
120431,SAT_LEGAL,How satisfied was the respondent with legal help or assistance
120432,SAT_MENTALHEALTH,"How satisfied was the respondent with counseling, therapy, support groups, or help from a mental health provider"
120433,SAT_OTHER,How satisfied was the respondent with any other help or services
120434,SAT_SAEXAM,How satisfied was the respondent with the sexual assault exam
120445,SAT_VICTIMCOMP,How satisfied was the respondent with help applying for victim compensation
120449,SAYNO,Did the respondent say no or stop
120598,SELFPROTECT_INTRO,Intro to self-protection
120631,SERIES_INTRO,Reminder to focus on most recent crime
120632,SERIESLOCATION,Series - did the incidents happen at the same place
120633,SERIESOFFENDER,Series - were all incidents from the same offender
120802,SOCIODEMO_INTRO,Intro to personal characteristics section 2
120871,SP_ORIGIN,Hispanic origin
121000,STAYELSEWHERE,Did the respondent need to move or stay elsewhere due to the incident
121018,STUDENTHOUSING,Are living quarters student housing for a college/university?
121036,SUMMARY_SP,Summary
121056,SUPTYPEZ,Why no supplement data collected for an eligible HHM
121057,SUPTYPEZ_SP,Other - specify why no supplement data collected for an eligible HHM
121116,T_ANCHORDATE,"Was incident before, after or on the 6-month anchor date"
121122,T_ATTEMPT,Any attempted theft in past 6 months
121136,T_CARRY,Steal something you carry
121138,T_DESCRIBE,Theft or attempted theft brief description
121168,T_ELSE,Steal anything else belonging to you
121180,T_FROMCHILD,Steal something belonging to children who live there
121208,T_INCDATE,Incident month
121209,T_INCSIMILAR,Are incidents similar or different
121210,T_INHOME,Steal something in your home
121214,T_INVEHICLE,Steal something out of a vehicle
121222,T_MULTINTRO,Introduction to multiple theft incident questions
121236,T_ONPROPERTY,"Steal something from porch, lawn garage or other part of property"
121500,T_RECALLDETAILS,Can the respondent recall details about each incident
121518,T_TIMES,How many times theft or attempted theft happened
121519,T_TIMES_NUM,How many times theft or attempted theft happened (more than 1)
121529,T_WEAR,Steal something you wear
121159,TELLPOLICEHATECRIME,Did the respondent tell the police that they thought it was a hate crime
121187,THEFTATTEMPT,Respondents who reported a theft and attempted theft
121188,THEFTFROMMV,Does this incident involve a motor vehicle
121189,THEFTINSIDEMV,Does the respondent think the offender was trying to steal something in the vehicle
121194,THREATATTACK,"Did the offender threaten to hit, grab, knock down, or attack in any other way"
121195,THREATFORCEDTOUCH,Verbally threaten unwanted sexual touching
121196,THREATSEXUALCONTACT,"Verbally threaten vaginal, oral, anal sex, or sexual penetration with a finger or object"
121202,THROWOBJECT,Did the offender throw something at the respondent
121203,TIMEATADDRESS,How many years at sample address
121205,TIMEMOVED5YEARS,Times moved in 5 years
121230,TOFROMWORK,Did the incident happen on the way to or from work
121233,TOLDFAMILYFRIENDS,"Has the respondent told any family, friends, etc. about the incident"
121234,TOLDOTHER,Did the respondent tell other people in certain positions who the respondent thought may have been about to help about the incident
121235,TOLDOTHER_SP,Respondent told some other person in a leadership or professional position write-in
121487,TRBL_SLEEPING,Did the respondent have difficulty sleeping because of the incident
121545,TYPEA_SP3,"Type A, temporarily absent, return date"
121546,TYPEA_SP5,"Type A, other occupied - specify"
121552,TYPEB_SP9,"Type B, other specify"
121553,TYPEBUSINESS_SP,Kind of business or industry
121559,TYPEOFDAMAGE,What kind of damage was done
121560,TYPEOFDAMAGE_SP,What kind of damage was done write-in
121561,TYPEOFFENSIVELANG,How was offensive or prejudiced language used
121562,TYPEOFHOUSINGUNIT,Type of housing unit
121563,TYPEOFHU_AB,Type of housing unit for Type A/B
121564,TYPEZ,Reason why no NCVS data collected for eligible HHM
121565,TYPEZ_SP,Other - specify reason why no NCVS data collected for eligible HHM
121569,UNABLECONSENT,Was the respondent unable to consent because they were too drunk or high
121570,UNCONSCIOUS,"Was the respondent blacked out, unconscious, or asleep"
121579,UNDUP_CURINC,Compares incident(s) reported by the current respondent against incident(s) reported this enumeration by other respondents
121580,UNEMPLOYED,Was the respondent unemployed at any time in the past 6 months
121589,UNWANTED_INTRO,Intro to unwanted sexual contact questions
121587,UNWANTEDCONTACT,Was there unwanted sexual contact
121588,UNWANTEDCONTACT_SP,What did the offender do or threaten write-in
121590,UNWANTEDORAL,Unwanted oral or anal sex
121591,UNWANTEDPENETRATION,Unwanted penetration of sexual body parts with a finger or object
121592,UNWANTEDPRESSURE,Was there some type of pressure that was not physical
121593,UNWANTEDSEX,Unwanted vaginal sex
121594,UNWANTEDTOUCH,"Any unwanted sexual contact like touching, grabbing, fondling, etc."
121607,USUALJOBDUTIES,What are the usual activities or duties at this job
121646,V_ANCHORDATE,"Was incident before, after or on the 6-month anchor date"
121658,V_ATTACKTHREAT,Did the offender attack or threaten anyone living with the respondent
121668,V_DESCRIBE,Vandalism or injury or killing of animal brief description
121737,V_INCDATE,Incident month
121738,V_INCSIMILAR,Respondent reported 6 or more incidents
121739,V_INJUREKILLANIMAL,Deliberate injuring or killing of animal that belonged to respondent or other household member in the past 6 months
121794,V_MULTINTRO,Vandalism intro when multiple crimes were reported that were not a series
121883,V_PARTOFOTHERINC,Verify if this incident is part of another incident already mentioned
121909,V_PROPERTY,"Vandalism of home, car or something else belonging to the respondent in the past 6 months"
121915,V_RECALLDETAILS,Can the respondent recall details about each incident
121968,V_THEFTATTEMPT,Did the offender steal or try to steal something belonging to anyone else living with the respondent
121969,V_TIMES,How many times someone vandalized the respondent's property or injured or killed a respondent's animal
121970,V_TIMES_NUM,How many times someone vandalized the respondent's property or injured or killed a respondent's animal (more than once)
122010,V_WHICHINCIDENT,Which incident is this a part of
121647,VANDALISM,What did the offender damage or destroy
121649,VANDALISM_SP,What kind of property was damaged or destroyed write-in
121648,VANDALISMONPERSON,Was anything that was damaged or destroyed taken directly from you
121650,VANDALIZEMV,Does the respondent think the offender was trying to vandalize the vehicle
121651,VANDALIZEORMVTHEFT,Does the respondent think that the offender was actually trying to vandalize the vehicle or steal the vehicle or something inside of it
121675,VEHICLE_DAMAGED,Did the vehicle have any damage
121676,VEHICLE_VALOTHITEMS,What was the value of the other items stolen other than the vehicle
121677,VEHICLE_VALUE,What was the value of the stolen vehicle
121681,VERADD_TELE,Verify address for telephone interview
121680,VERADDHH_TELE,Do other previous household members still live at the sample address
121682,VERIFY,Verify previously collected information
121686,VERIFYREPLACE,Tells FR to conduct either a personal or telephone interview based on previous data collected
121687,VERMAILING,Verify mailing address information
121707,VFYAGE,Verify age calculated
121774,VISION,Is the respondent blind or have serious difficulty seeing even with glasses
121956,VS_EXAM,Services - help or advocacy with medical care or medical exams
121957,VS_FINANCIALHELP,Services - short term or emergency financial assistance
121958,VS_HELPFILE,"Service - help filing for a restraining, protection, or no-contact order"
121959,VS_HOTLINE,"Services - hotline, helpline, crisis line intervention"
121960,VS_HOUSING,"Services - housing, shelter, or safehouse services"
121961,VS_INTRO,Introduction to the crime questions
121962,VS_LEGAL,Services - legal help or assistance
121963,VS_MENTALHEALTH,"Services - counseling, therapy, support groups, or help from a mental health provider"
121964,VS_OTHER,Services - any other help or services
121965,VS_OTHER_SP,What other help or services write-in
121966,VS_SAEXAM,Services - sexual assault exam
121967,VS_VICTIMCOMP,Services - help applying for victim compensation
122081,WANTSERVICES,Did the respondent want any services
122100,WEAPON_INTRO,Intro text for the next questions asking about weapon
122145,WHATDAMAGED,What was damaged
122146,WHATDAMAGED_SP,What was damaged or destroyed write-in
122147,WHATFIX,Type of change needed
122148,WHATHAPPEN,What did the offender do
122149,WHATHAPPEN_SP,Offender did something else write-in
122150,WHATWASTAKEN,What was stolen
122151,WHATWASTAKEN_SP,What was stolen write-in
122153,WHICHLNMOVED,Which line number no longer lives at the sample address
122154,WHICHMEMBER,"Who saw heard, or had contact with the offenders"
122178,WHOOWNEDMV,Who owned the vehicle
122179,WHOOWNEDMV_SP,Who owned the vehicle write-in
122180,WHOOWNEDPROP,Who did the property belong to
122181,WHOOWNEDPROP_SP,Who owned the stolen property write-in
122182,WHOOWNEDVANDALISM,Who did the property that was damaged or destroyed belong to
122183,WHOOWNEDVANDALISM_SP,Who did the property that was damaged or destroyed belong to write-in
122191,WHOTOCALL,Select the line number of who you want to speak to
122192,WHOTOCALL_HHR,Choose who to call before dialing for a case where the previous HHR has moved
122193,WHOTOCHANGE,Line number of who needs to change
122194,WHOTOOKACTION,Who took action
122251,WORRYABOUTEXPENSES,How often does the household respondent worry that the total income will not be enough to meet expenses and bills
122266,WV_BUSINESSSECTOR,Field of work
122267,WV_CONFIRMEMPTYPE,Confirm employer type is the same this interview from last interview
122268,WV_CONFIRMOCC,Confirm occupation is the same this interview from last interview
122269,WV_EMPLOYERTYPE,Who was the respondent employed by
122271,WV_JOB_EDUCATION,Educational Instruction and Library Occupation
122272,WV_JOB_FOODSERVICES,Food Preparation and Serving Related Occupation
122273,WV_JOB_HEALTHCARE,Healthcare Practitioner or Technical Occupation
122274,WV_JOB_HEALTHSUPPORT,Healthcare Support Occupation
122275,WV_JOB_LAWENFORCE,Law Enforcement and Protective Service Occupation
122276,WV_JOB_LEGAL,Legal occupation
122277,WV_JOB_RETAILSALES,Sales and Related Occupation
122278,WV_JOB_TRANSPORT,Transportation and Material Moving Occupation
122270,WV_JOBDESCRIPTION,What type of occupation does the respondent have
122279,WV_OCCUPATION_SP,What was the occupation
122280,WV_TYPEBUSINESS_SP,Kind of business or industry
122281,WV_USUALJOBDUTIES,Usual activities or duties at jobs
41841,HUFU_QA_BOX,Is there a housing unit?
41831,HUFU_QA2_HOUSENUM,QA Correct House Number
41832,HUFU_QA2_PHYSLOC,QA Correct Location Description.
41833,HUFU_QA2_PR_PLACEHOLDER,QA Correct Puerto Rico address components
41834,HUFU_QA2_STREETNAME,QA Correct Streetname
41835,HUFU_QA2_UNITDES,QA Correct full unit component of the address including unit type and unit number.
41836,HUFU_QA3_BOX,Unit Status Code
41837,HUFU_QA3_FACDESC_WRITEIN,GQ Type (for non-GQ cases)
41838,HUFU_QA3_FACNAME_WRITEIN,GQ facility name
41839,HUFU_QA3_OTHER_WRITEIN,Other unit status
41840,HUFU_QA4_WRITEIN,Cannot locate
41842,HUFU_QB_BCU_WRITEIN,Correct BCU
41843,HUFU_QB_BOX,located in BCU?
41845,HUFU_QC1_BOX,same housing unit?
41846,HUFU_QC1_CORRADD_HOUSENUM,QC1 Correct House Number
41847,HUFU_QC1_CORRADD_PHYSLOC,QC1 Correct Location Description
41848,HUFU_QC1_CORRADD_PR_PLACEHOLDER,QC1 Correct Puerto Rico address components
41849,HUFU_QC1_CORRADD_STREETNAME,QC1 Correct Streetname
41850,HUFU_QC1_CORRADD_UNITDES,QC1 Correct full unit component of the address including unit type and unit number
41851,HUFU_QC1_HOUSENUM,QC1 Correct House Number (neither address is correct)
41852,HUFU_QC1_PHYSLOC,QC1 Correct Location Description (neither address is correct)
41853,HUFU_QC1_PR_PLACEHOLDER,QC1 Correct Puerto Rico address components (neither address is correct)
41854,HUFU_QC1_STREETNAME,QC1 Correct Streetname (neither address is correct)
41855,HUFU_QC1_UNITDES,QC1 Correct full unit component of the address including unit type and unit number (neither address is correct)
41844,HUFU_QC1Y_BOX,Which address is correct?
41856,HUFU_QC2_BCU_WRITEIN,Correct BCU (neither is correct)
41857,HUFU_QC2_BOX,What is the correct BCU?
41858,HUFU_QD_BOX,Do any addresses in refer to the same unit (new match)?
41859,HUFU_QD_MSN_WRITEIN,MSN for new match
41860,HUFU_QD_NEWMSN_WRITEIN,New MSN for confirmed Census address
41861,HUFU_QD_WMSN_WRITEIN,Within map spot number for new match
41862,HUFU_QE_BOX,Do any addresses in refer to the same unit?
41863,HUFU_QE_CENID_WRITEIN,MAFID for new match
41864,HUFU_QF1_BOX,Do any PES addresses in the reference list refer to the same unit? (for cases with no duplicates)
41865,HUFU_QF1_MSN_WRITEIN,MSN for new duplicate
41866,HUFU_QF1_WMSN_WRITEIN,Within map spot number for new duplicate
